time	V(n001)	V(n003)
7.530468026682060e-01	-9.989488e-01	9.139871e-03
7.530521099740936e-01	-9.970220e-01	6.176484e-03
7.530582649156439e-01	-9.759201e-01	2.629759e-03
7.530682412882501e-01	-8.999255e-01	-3.099840e-03
7.530840999183080e-01	-6.830401e-01	-1.149403e-02
7.531025056095436e-01	-3.194811e-01	-1.889586e-02
7.531264568776890e-01	2.281014e-01	-2.377582e-02
7.531443910202318e-01	6.019409e-01	-2.307504e-02
7.531626675644230e-01	8.770422e-01	-1.850292e-02
7.531695735978051e-01	9.424174e-01	-1.582272e-02
7.531746310432416e-01	9.750715e-01	-1.342904e-02
7.531789647146110e-01	9.924110e-01	-1.121002e-02
7.531830639993632e-01	9.996014e-01	-8.996964e-03
7.531878941319529e-01	9.964949e-01	-6.282739e-03
7.531942261884215e-01	9.735388e-01	-2.626524e-03
7.532044842359961e-01	8.922956e-01	3.256487e-03
7.532204269454794e-01	6.689340e-01	1.163495e-02
7.532389703840325e-01	2.982370e-01	1.910262e-02
7.532602299022874e-01	-1.889138e-01	2.360058e-02
7.532776779249272e-01	-5.601671e-01	2.322767e-02
7.532955435107738e-01	-8.461931e-01	1.919723e-02
7.533032004495809e-01	-9.269972e-01	1.638242e-02
7.533087433536577e-01	-9.674211e-01	1.384640e-02
7.533128798704458e-01	-9.872188e-01	1.176969e-02
7.533178053782328e-01	-9.989488e-01	9.139871e-03
7.533231126841207e-01	-9.970220e-01	6.176484e-03
7.533292676256711e-01	-9.759201e-01	2.629759e-03
7.533392439982775e-01	-8.999255e-01	-3.099840e-03
7.533551026283354e-01	-6.830401e-01	-1.149403e-02
7.533735083195711e-01	-3.194811e-01	-1.889586e-02
7.533974595877164e-01	2.281014e-01	-2.377582e-02
7.534153937302593e-01	6.019409e-01	-2.307504e-02
7.534336702744507e-01	8.770422e-01	-1.850292e-02
7.534405763078327e-01	9.424174e-01	-1.582272e-02
7.534456337532691e-01	9.750715e-01	-1.342904e-02
7.534499674246387e-01	9.924110e-01	-1.121002e-02
7.534540667093913e-01	9.996014e-01	-8.996964e-03
7.534588968419802e-01	9.964949e-01	-6.282739e-03
7.534652288984489e-01	9.735388e-01	-2.626524e-03
7.534754869460237e-01	8.922956e-01	3.256487e-03
7.534914296555072e-01	6.689340e-01	1.163495e-02
7.535099730940604e-01	2.982370e-01	1.910262e-02
7.535312326123148e-01	-1.889138e-01	2.360058e-02
7.535486806349545e-01	-5.601671e-01	2.322767e-02
7.535665462208010e-01	-8.461931e-01	1.919723e-02
7.535742031596080e-01	-9.269972e-01	1.638242e-02
7.535797460636847e-01	-9.674211e-01	1.384640e-02
7.535838825804728e-01	-9.872188e-01	1.176969e-02
7.535888080882596e-01	-9.989488e-01	9.139871e-03
7.535941153941476e-01	-9.970220e-01	6.176484e-03
7.536002703356979e-01	-9.759201e-01	2.629759e-03
7.536102467083039e-01	-8.999255e-01	-3.099840e-03
7.536261053383618e-01	-6.830401e-01	-1.149403e-02
7.536445110295973e-01	-3.194811e-01	-1.889586e-02
7.536684622977428e-01	2.281014e-01	-2.377582e-02
7.536863964402856e-01	6.019409e-01	-2.307504e-02
7.537046729844770e-01	8.770422e-01	-1.850292e-02
7.537115790178591e-01	9.424174e-01	-1.582272e-02
7.537166364632956e-01	9.750715e-01	-1.342904e-02
7.537209701346650e-01	9.924110e-01	-1.121002e-02
7.537250694194170e-01	9.996014e-01	-8.996964e-03
7.537298995520069e-01	9.964949e-01	-6.282739e-03
7.537362316084752e-01	9.735388e-01	-2.626524e-03
7.537464896560496e-01	8.922956e-01	3.256487e-03
7.537624323655330e-01	6.689340e-01	1.163495e-02
7.537809758040858e-01	2.982370e-01	1.910262e-02
7.538022353223408e-01	-1.889138e-01	2.360058e-02
7.538196833449807e-01	-5.601671e-01	2.322767e-02
7.538375489308274e-01	-8.461931e-01	1.919723e-02
7.538452058696348e-01	-9.269972e-01	1.638242e-02
7.538507487737116e-01	-9.674211e-01	1.384640e-02
7.538548852904997e-01	-9.872188e-01	1.176969e-02
7.538598107982865e-01	-9.989488e-01	9.139871e-03
7.538651181041746e-01	-9.970220e-01	6.176484e-03
7.538712730457248e-01	-9.759201e-01	2.629759e-03
7.538812494183307e-01	-8.999255e-01	-3.099840e-03
7.538971080483885e-01	-6.830401e-01	-1.149403e-02
7.539155137396238e-01	-3.194811e-01	-1.889586e-02
7.539394650077693e-01	2.281014e-01	-2.377582e-02
7.539573991503121e-01	6.019409e-01	-2.307504e-02
7.539756756945034e-01	8.770422e-01	-1.850292e-02
7.539825817278859e-01	9.424174e-01	-1.582272e-02
7.539876391733225e-01	9.750715e-01	-1.342904e-02
7.539919728446919e-01	9.924110e-01	-1.121002e-02
7.539960721294438e-01	9.996014e-01	-8.996964e-03
7.540009022620338e-01	9.964949e-01	-6.282739e-03
7.540072343185020e-01	9.735388e-01	-2.626524e-03
7.540174923660762e-01	8.922956e-01	3.256487e-03
7.540334350755594e-01	6.689340e-01	1.163495e-02
7.540519785141119e-01	2.982370e-01	1.910262e-02
7.540732380323677e-01	-1.889138e-01	2.360058e-02
7.540906860550077e-01	-5.601671e-01	2.322767e-02
7.541085516408546e-01	-8.461931e-01	1.919723e-02
7.541162085796619e-01	-9.269972e-01	1.638242e-02
7.541217514837387e-01	-9.674211e-01	1.384640e-02
7.541258880005268e-01	-9.872188e-01	1.176969e-02
7.541308135083136e-01	-9.989488e-01	9.139871e-03
7.541361208142017e-01	-9.970220e-01	6.176484e-03
7.541422757557519e-01	-9.759201e-01	2.629759e-03
7.541522521283578e-01	-8.999255e-01	-3.099840e-03
7.541681107584157e-01	-6.830401e-01	-1.149403e-02
7.541865164496510e-01	-3.194811e-01	-1.889586e-02
7.542104677177964e-01	2.281014e-01	-2.377582e-02
7.542284018603395e-01	6.019409e-01	-2.307504e-02
7.542466784045311e-01	8.770422e-01	-1.850292e-02
7.542535844379135e-01	9.424174e-01	-1.582272e-02
7.542586418833499e-01	9.750715e-01	-1.342904e-02
7.542629755547194e-01	9.924110e-01	-1.121002e-02
7.542670748394716e-01	9.996014e-01	-8.996964e-03
7.542719049720612e-01	9.964949e-01	-6.282739e-03
7.542782370285297e-01	9.735388e-01	-2.626524e-03
7.542884950761043e-01	8.922956e-01	3.256487e-03
7.543044377855875e-01	6.689340e-01	1.163495e-02
7.543229812241404e-01	2.982370e-01	1.910262e-02
7.543442407423959e-01	-1.889138e-01	2.360058e-02
7.543616887650357e-01	-5.601671e-01	2.322767e-02
7.543795543508824e-01	-8.461931e-01	1.919723e-02
7.543872112896894e-01	-9.269972e-01	1.638242e-02
7.543927541937662e-01	-9.674211e-01	1.384640e-02
7.543968907105543e-01	-9.872188e-01	1.176969e-02
7.544018162183412e-01	-9.989488e-01	9.139871e-03
7.544071235242289e-01	-9.970220e-01	6.176484e-03
7.544132784657792e-01	-9.759201e-01	2.629759e-03
7.544232548383852e-01	-8.999255e-01	-3.099840e-03
7.544391134684432e-01	-6.830401e-01	-1.149403e-02
7.544575191596786e-01	-3.194811e-01	-1.889586e-02
7.544814704278242e-01	2.281014e-01	-2.377582e-02
7.544994045703671e-01	6.019409e-01	-2.307504e-02
7.545176811145585e-01	8.770422e-01	-1.850292e-02
7.545245871479408e-01	9.424174e-01	-1.582272e-02
7.545296445933771e-01	9.750715e-01	-1.342904e-02
7.545339782647467e-01	9.924110e-01	-1.121002e-02
7.545380775494990e-01	9.996014e-01	-8.996964e-03
7.545429076820884e-01	9.964949e-01	-6.282739e-03
7.545492397385570e-01	9.735388e-01	-2.626524e-03
7.545594977861317e-01	8.922956e-01	3.256487e-03
7.545754404956151e-01	6.689340e-01	1.163495e-02
7.545939839341681e-01	2.982370e-01	1.910262e-02
7.546152434524226e-01	-1.889138e-01	2.360058e-02
7.546326914750623e-01	-5.601671e-01	2.322767e-02
7.546505570609087e-01	-8.461931e-01	1.919723e-02
7.546582139997159e-01	-9.269972e-01	1.638242e-02
7.546637569037928e-01	-9.674211e-01	1.384640e-02
7.546678934205809e-01	-9.872188e-01	1.176969e-02
7.546728189283676e-01	-9.989488e-01	9.139871e-03
7.546781262342559e-01	-9.970220e-01	6.176484e-03
7.546842811758062e-01	-9.759201e-01	2.629759e-03
7.546942575484121e-01	-8.999255e-01	-3.099840e-03
7.547101161784699e-01	-6.830401e-01	-1.149403e-02
7.547285218697054e-01	-3.194811e-01	-1.889586e-02
7.547524731378510e-01	2.281014e-01	-2.377582e-02
7.547704072803939e-01	6.019409e-01	-2.307504e-02
7.547886838245854e-01	8.770422e-01	-1.850292e-02
7.547955898579676e-01	9.424174e-01	-1.582272e-02
7.548006473034041e-01	9.750715e-01	-1.342904e-02
7.548049809747736e-01	9.924110e-01	-1.121002e-02
7.548090802595258e-01	9.996014e-01	-8.996964e-03
7.548139103921153e-01	9.964949e-01	-6.282739e-03
7.548202424485837e-01	9.735388e-01	-2.626524e-03
7.548305004961581e-01	8.922956e-01	3.256487e-03
7.548464432056414e-01	6.689340e-01	1.163495e-02
7.548649866441941e-01	2.982370e-01	1.910262e-02
7.548862461624494e-01	-1.889138e-01	2.360058e-02
7.549036941850893e-01	-5.601671e-01	2.322767e-02
7.549215597709361e-01	-8.461931e-01	1.919723e-02
7.549292167097433e-01	-9.269972e-01	1.638242e-02
7.549347596138201e-01	-9.674211e-01	1.384640e-02
7.549388961306082e-01	-9.872188e-01	1.176969e-02
7.549438216383949e-01	-9.989488e-01	9.139871e-03
7.549491289442831e-01	-9.970220e-01	6.176484e-03
7.549552838858334e-01	-9.759201e-01	2.629759e-03
7.549652602584395e-01	-8.999255e-01	-3.099840e-03
7.549811188884974e-01	-6.830401e-01	-1.149403e-02
7.549995245797330e-01	-3.194811e-01	-1.889586e-02
7.550234758478784e-01	2.281014e-01	-2.377582e-02
7.550414099904215e-01	6.019409e-01	-2.307504e-02
7.550596865346130e-01	8.770422e-01	-1.850292e-02
7.550665925679951e-01	9.424174e-01	-1.582272e-02
7.550716500134316e-01	9.750715e-01	-1.342904e-02
7.550759836848011e-01	9.924110e-01	-1.121002e-02
7.550800829695535e-01	9.996014e-01	-8.996964e-03
7.550849131021428e-01	9.964949e-01	-6.282739e-03
7.550912451586114e-01	9.735388e-01	-2.626524e-03
7.551015032061862e-01	8.922956e-01	3.256487e-03
7.551174459156695e-01	6.689340e-01	1.163495e-02
7.551359893542227e-01	2.982370e-01	1.910262e-02
7.551572488724773e-01	-1.889138e-01	2.360058e-02
7.551746968951167e-01	-5.601671e-01	2.322767e-02
7.551925624809631e-01	-8.461931e-01	1.919723e-02
7.552002194197703e-01	-9.269972e-01	1.638242e-02
